COMMENT_ID,AUTHOR,CONTENT
z13jvndqyr2zjzpxo04cij4pdva4yhqzlq40k,D Maw,Remeber when this song was good﻿
z122wfsbyvfeip0wl04cefjz1svzcd25vqg0k,jesus sanchez,2015 &lt;3﻿
z13lutxw3tnfj3fgg04cfrwgolm1ftzp2ug0k,Chibi Chan,i want to be that robot guy...﻿
z12pd3wq0p3wzzt5p04cd33pwnrreduadn40k,Brianna Reed,I LOVE YOUR SONGS﻿
z13yd544duyufvy1h22mhplzskveejjl3,Lemon Slices,Omg it&#39;s going to have 1bi views!﻿
z12sh3g5bxeczzrpw04cg3vatpv5cphzbok0k,Georges EIrani,Dance :)﻿
z12vtxzqskzlupozn04cdjdpvrvctxjpn0c,ignacio diaz palma,5 years... ﻿
z121hxvwrz35e1udw22lh5objyf1wxefn,Amanda Ludwick,cool cool cool cool cool cool cool﻿
z12avxpx4t3xib0fq225jvlbdnqfh320y,Eliana Guzman,Wow I love it ﻿
z122ixhpoqn3i3s5u04chxvxqtr0dns4gqs0k,Kenster,Who knows the name of that girl?.. and that one.. and that one...﻿
z13yydnzzta0frsum23rx31imxmdfn4t3,Baptiste Blomme,Why did they stop their career in music? This music rocks !﻿
z12ctjfqtz3gjtgqj04chrbxtxutf5dh310,Franklin Music,Very Nice !﻿
z13lfhwrjweyxzs4c04cgxwywsvyw3zhexg0k,Salvador Sanchez,Why sooooo many downs?﻿
z13fvlhr2lzfflguw22hd5rjckihspgwt04,crazy girl,tension⤴︎⤴︎﻿
z133wn2qulv5zz45q04cc10qbqv3gts5e3w,Sana Kashif,Nice﻿
z13sjlb4rrjmdd2tl23cidlblkizefxvx,Yuliana Andrea  Caucali Acosta,2015<br />I like video﻿
z12uzb3oxy23cbikz23qsjczaxz5wh1t5,luisel Tutoriales Gameplays (luisel Tutoriales),music yeah﻿
z12jvb5gsrnmebqqv04cg11jwtmdwfdx1jw,_ OMGiTzLeo _,Like this in 2015! :D﻿
z12bivpo3navshouw23tixb5imayt1xqt04,Lizz Seamore,This was such an epic track. And the video is awesome!﻿
z12jf1h5lznmuhcuw22ruxdyxp2eh32ch,irving echeverria,LIKKEE﻿
z12tgphxmvmizr5h104cjzr5rle3tftgch0,joann belin,give it a like﻿
z12njt2xmsb2jpbp104ccz3xiwfzflriujo,Powpie Cheers,Lets party﻿
z13fehihaneyzh3wp04cfxrwkyfkwvgoex00k,pratik patel,"mindblowing dance.,.,.superbbb song﻿"
z12ldxsqzsvvwf5h404cjh5ooxincztrles,Tiona Mayo,Anyone else think this video theme is a bit of an insult to 28 days later? ﻿
z13qwl2rznzohbhqy04ch3cy5tnihrkhlt40k,Thejaynetts,Never get old ﻿
z13rjvjx1qbrsf5ng233tbgyyxy2wroqu04,Châu Nguyễn (Michelle),I remember when this used to be so popular all around at the time.<br />I still love it.﻿
z13lfpkzyzvoynqvi234g5ix3taoefr21,Roham 11,Strong messages in every  song I&#39;ve  heard.﻿
z13jspr4tpe5cfofr23eftm4ivaigv1ju04,vipman yea,4 fucking years are fucking past so fucking fast fuck.....﻿
z13bx3dxkuqafjtdo22dszzq4wy0sxxkq,sok piseth,I know it old song but (like) if you watching in 2015﻿
z12fud04ypiisp4gu04ccbrobq2fzlbawsc0k,troll face,i&#39;m watching this on summer 2015﻿
z12dfr5irwr5chwm3232gvnq2laqcdezn04,Carlos Rueda,I am going to blow my mind﻿
z12tevwo3qq4cxwv022vgxnx2senxvxar04,FunCircUS,And i´m Shufflin still today :D﻿
z12nd5j4tofqu3r5104cirbicuj0v3pp51k,Waleed Khan,This is my favorite song ever love this Party Rock It Everybody!!!!﻿
z124c10ohxvlx1mip04ccp3rqtetgp2qxhs,Tuấn Anh Nguyễn Tiến,1000000000 views.﻿
z13ucpgpwv2zw3wwr04ch5jj3ya1jtmq1g0,JR6GAMING,lets get it to 1 BILLION﻿
z120t12qtr23etulr23rvzbyfyj1yfons,Mayen Dabuol,Love this soooooooooooooooooooooooooooooooooooooooooooooooooo much﻿
z121tf4iwyrivvpsf232dhho5k33dvxy204,Carol Galvan,I love this song so much﻿
z13xxf3qlq2bxpm1o22zidpqbn2tfpcjr04,Connor Mire,This Song is AWESOME!!!!﻿
z12cttv5iwv0ur3en221ih2zssbkfrczq04,Lolumad66,Best song ever made i swear :D i still hear even doe it old!! who else?﻿
z12mzfsy0mypfvcy404ccdvqmyq5gzqazow0k,Nancy “Aya” Lo,I came here because of Vanoss.﻿
z13kvz3pluj4uv2es23ugvuytyftxbpb204,Tala sweet,Best song for ever💜💜😢<br />﻿
z12jjrfyukjlw5wyl04cddbo5pysslphbqs0k,Miix_MC,epic﻿
z12qd1vx5xjecxvxu04cevnpmmqve30jgrk0k,   Berty  Winata,"I like so much this music,  good ﻿"
z13dv1fxtl20jhylo22pyx5gvme4wra1q,Shirley Donoso,Beautiful song﻿
z13ufhijoxrjsnrxz04chh3gzledzruyg2c,Aryan Khemka,Why do I feel like as if Gangnam style copied their song from this?!﻿
z133xtoivnattvbm123idnoxlxryufnlg,LemonSpy_,"Damn, this was everywhere﻿"
z13egr0zgknxttdyj04ci54ofzamcpuipng0k,Ice cream hero For AWSOMENESS!,Party time!﻿
z13mgxsztmn1hpam223tcxbglvi2wpx4o04,Steven Sachel,never gets old﻿
z13wz3sxqzv5u1axg04cepvrosylertw5xo0k,Nick Hardison,this song is fu cking awesom!!!!!!!﻿
z13ms12adsbdjbdds23nctrqsq2qhtose,Angela Alor,HOW DO YOU PUT A PICTURE FOR YOUR IMAGE THINGIE?!?!﻿
z12mfpupfyqairrzh04cf5v5ppeldjha53c,shreyes taral,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿"
z13bdbmoqo3yurmfa22lznkpvqqkfl5fh,Smile day,:)﻿
z12vsvqwqyjiinvj204cjjjyflbgvbsgtlg0k,Eduardo Salgado Uresti,Thumbs up if shrek is gay 👍﻿
z13rfjuxmtm3vd2eb23qi1brgq3ic5nxv04,Marshmallow Kingdom,THUMBS UP FOR ROBO GUY BABY﻿
z12byh5aau33evli204cits4yxmsht0qjrg0k,Marshmallow Kingdom,SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿
z13wtxw41lucynljt04cits4yxmsht0qjrg0k,Marshmallow Kingdom,BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿
z13tudczpxi5j1eun22zudooymblxxeup,Mary McCoy,Memories﻿
z133dbir3vbttld3122mdjtjyq3dc35z504,Ticci TøbyyX3,I lovee it ♥﻿
z132ed545qrhytxr404ch1q43uuyzrdwnqs0k,Niecee Sumling,More views than nikki minaj Anaconda﻿
z12de5li5lzwcbblp23gc11zmli4t5r10,Dicky Tricahyadi,LMFAO IS THE BEST﻿
z133hrmoltquclguh23luxkq2w2zgj1vz,Daniel Cruz,Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿
z120ubqoukjxu1ktp22xfvexvyu3xzkbv04,Jasmin Lopez,I like how the robot shuffles he shuffles good﻿
z12sub0pnwzlgnz0r23pwvaqtuveyxr1z,Blaze Blaziken,you cant stop the shuffle﻿
z12aczabeuzvhb0bg04cg35o2li0whbglss0k,Maria Lopez,Dang Dat little kid gat moves﻿
z125fx5glr2mwfycg22otzyjbvuod5yjx04,uncleltr,I miss this song. 😢﻿
z13twftbwk3qxl3gp04cgnob4ueot3pglok0k,creeperx 945,Loves it﻿
z122wjt5wsi3xt25304cg1yrnxuxyluayuk0k,Insomniac,Man this song really does get in your bones - one minute I&#39;m nearly dosing off to sleep - the next I&#39;m shuffling like crazy with hot feet XD﻿
z12lxf34zybwv5siw04cftthhuiksxfjpjo,Deyanira  Urena,That shake and that golden and black robot were really partying ﻿
z131i14binnjjtrnn224e5yw5re0jxtmf,emrah England,Take a look at this video on YouTube:﻿
z13jzdtr3nqkc5ooj04cilhxgzywzhfrnzc0k,Fire Ghost73,cooooooooooooolllllllllll﻿
z12sz3wprvyovr2sr235gbex2tewsbqwh04,Khadra Abdirahman,Wow;)﻿
z13hhvtojxzvyl3oc04ci5pzaqjpynz5nvo0k,edge mango,"OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xD﻿"
z13ledpiwqidu5iu022vy1yy3zntxnniz04,Pepe The Meme King,everyday I&#39;m shufflin﻿
z12nd53pxmacxb5wz04cfjsbvsjyjbqihvw0k,Pepe The Meme King,everyday I&#39;m shufflin﻿
z12gyripbnbehdria04ccn2jxlqkwjhqbio,Damn Son,Thumbs up if FE-FE-FE-FE-FEGELEIN brought u here﻿
z13bixew2rvmfpxcx23mf3iwxmydd3qh104,Teo Wei Jun,Every day I&#39;m Shuffling !﻿
z13gcbixunqogr2k4220fp1xcqz5svi0b,Heavyassmetalman,cool song ever good thing its here﻿
z13jwbvxvoqje10yg04ccbx5lna5w5rr0tg0k,EraserMan2,why does the world not shuffle???﻿
z13bvpnptyiuzjlr004cijkhguzvjlsjrpw0k,jen ven,"Love these guys, love the song!﻿"
z13ot51yusa1htugp04cffzh0knkz55ae4w,Alexis Dean,Its funny because I listen to rock and death metal. But i like this.﻿
z133gz1qly2kit14004cgfuznyqezxay4uk0k,Georgina Riba,"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿"
z13ftvvprmqnijnrr04cgrej5paxhp3ionk0k,CHINMAY JANGID,5th most viewed video.. i guess﻿
z13duz4apzezupvmy22agxwikzizhrah304,JuanjoOMG,my favorite song﻿
z12tyfpzkznlghgqz04cjpsp3ymuil05t3g,sheerwill,I like this song<br />﻿
z13zvnepkwvgirzi104cdf1pyyyecthieew,Ali Altınışık,Wow dance show﻿
z13cfr5o3mnyez4ju04ce3whmvflg1fifl00k,vieshva .d.exodous,Awesome﻿
z12cgnpg1z2kydz5x04cg5djrte2zllprng0k,Cameron Raji,Good times. ﻿
z13cy1hhuzuuz3m3n23jhbo4bsylj1rt5,Fred Courroie,Laughing My Fucking Ass Off!!!﻿
z13djfvhftzqdxlql04chviyzoroz52wroo0k,Blaze Rod,"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea﻿"
z13suboizyjhsvsg004cj3iypry3hjewpss0k,connie cooper,wait I SAW A KID NOT KIDDING﻿
z12hctzi5nvbxhcqu04civkgsujfeffxkvs0k,Donna Loyd,Party rock due and duel﻿
z12je1hpbmvbux4iu04cflvz1qiluvvawo40k,Chihiro Cross,fucking love it omg :v﻿
z13cdn1asl2jy5ceu23ssbvohmqcjxdw104,javiera fracisca labrin,this very good so I dance with some companions front of the whole school﻿
z13qfx0atsepgjsjn04cdniyxw21y3qqarg0k,chicharito fan,I could finally do the spongebob but I started yesterday XD﻿
z13jtruhmlzzznqps04cd5rrbl2uexth4to0k,Lorenzo Raggiante,Thumbs up if you&#39;re watching in 2015﻿
z13ctjchczaqerw3i23aw3cbzqidflbb304,Naomi Rayner,I love it﻿
z12xdtdgitfgyxa0y23sxbvrwp3owpjgd04,Julien Paradise,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿"
z13yu32w3mrltv3qk04cjztj2wmos54qfss0k,Emiliano Maldonado,I hate it when Laura Bennett comes in﻿
z12yyvhiywmvj305f04chz3hpyfpebypv5o,Sandra Barrett,Party in da 🏠 tonight 👐👐👐👐👐👐﻿
z12kcnk5hsyvuv5sm22kfvapdk2of5poa04,Callum Hudson,Best for partying ﻿
z12tjp244my0yhxqs04cc5jqkybuvrywkjw,The Relaxation Den,omg﻿
z12wyrji5vvpjp1ux23ufr0pzojkz1fwk04,dan19752008,What&#39;s with the guys jacket? 1 sleeve and a sleeveless arm﻿
z13lzzd4yrzbhzaez22gfnvw1nugw5k0h,OfficialBladeDoesGaming,Best song ever﻿
z13wg12iskysxzuhi04cdhcxam2wdxfi4hk,Nina Mackie,Take a look at this video on YouTub<br />You﻿
z13mdf1oeo3ddhrdg23sxtdw4mzmwdbsd,adish Newar,i like this steps...﻿
z13pdz0imlendr3es23zsv5iflbewhedb,Lxflys yolo,Let get this video to one billion views﻿
z12kcfcxyvb1cxhls220s3g4jlrtuppxg04,Eli Zabeth,In my head this is like 2 years ago.. Time FLIES﻿
z131i5aanxneixud422egfx4rsmugbpm1,NoName,"870,000,000 views...566,000 comments...oh my lanta﻿"
z132jt25frfdihz4304cjnnixqedsx2pvx00k,ʄɛɛŋıɛ ცɛɛŋıɛ,Its 2015 and still shuffling to this song🎶🎵🎧﻿
z13evxpranjhwr20s22mux2pkk33gxjmn,Charlotte “Cais” Blackstone,Who df is Lauren Bennett..﻿
z125ynbaple1d13c322isreomnqfwlbpm04,はれたらいいね,"So,cool！！﻿"
z12hevg4xqi4gjfiy04cj3szcoqcwnhhjok0k,Matias Álvarez calderon,awesome﻿
z122s1rwjlvzv3ybs04cglcyrnfatry5ku00k,Klaudija Horan,"This is so cool,why haven&#39;t I heard this before?﻿"
z13ttr3z1kybet3io04cfv2icvbtj3ro120,ZRSFirelordGaming,XD I WAS GOING CRAZY FUCKIN CRAZY WATCHIN THIS BRAH﻿
z12gg1xzcpijhj0s422ztz5iknucsduvl,Daisy Nieto,I shuffled while listening to this song. THE ILLNESS IS SPREADING!!﻿
z12pgtzpkxugxrgvr234y53aaofptbql4,Alex Ramsey,Way was their a guy warring a robot head.﻿
z134sxlwjxiwhzfet222vtfplljkunrsm,Elidet Rivera,like the songs﻿
z12yw1nglsawyxbjt04cfrzrtqiqxxsw2k40k,Xerota,"Almost 1 billion views, nice.﻿"
z12te1b55o3szl5xp04chxrpppunsxoaxgw,brick paterson,sorry to all my haters<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />for party rock en﻿
z12uftqhewi0v3ozj04cgnyylzjitrozgv00k,Pamela  Foster ,I like it<br />﻿
z12wyr0hqtreu51mg22zf1zgvqavdvklk,Ashish Sachdeva,Gooooood﻿
z12cvnpwzrmncblfm230ejjwpzvetrgl5,ROBLOX Gaming,:3﻿
z12vxdc50rqhilm4304cc3rrlyejfbgb0cs,Oscar Yovera Palacios,likeeeeeeeee﻿
z13gelg50zuihd2bs04ccvojgrfvfrwjfmw0k,Liam Mcewan,shuffle!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿
z12xizopmzbch3dje04cibrzbqi2x54ptgk,Shaina Rodriguez,lol so funny love it﻿
z12pwrxj0kfrwnxye04cjxtqntycd1yia44,‫ארז אריה‬‎,good party﻿
z12ojrnynma1j352o22ft1kx5s3xiprvx,Bradley beswick,share your thoughts﻿
z13ce33rgrihh5vzz04ch3oqllbsh1u4nkg0k,Jahmir Roberts,We can have a party next share﻿
z13yy52qimylh3vbe04cjx2rktq0y1kxmy40k,santi1525 deadzone,los invito a subscribirse a mi canal ﻿
z13my12oyyrxdzfj204chp5pnryfe11wrbk,SuperPanic3,LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿
z125vphj5u3vw5rya04ch5eatpnwjjsg2u00k,Renee Nelson,Good video﻿
z13qyltzfvzwir5dh22xv51aczbscpqxm04,t tatsuya,very good song:)﻿
z12ehbuw2zunyfrlh23ycpzadxm3x5ekl,Dávid Baranovič,every bady yust have a good time﻿
z12nyp54hkecxheeg22mjhyjixyqittoo04,mariosergopao, are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿
z124w1aolk2tvpifc23fzxuy1v20ghkfp,Devin Thornton,i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿
z13heluw2l21yhgov04ce5h53u2mhz4joes,ItstheSauce92,No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿
z13uy1yrkprst3ouf22dundglo2dypric04,Naga Berapi,The best song ever!﻿
z120e5uiiuu4jlaen22dundglo2dypric04,Naga Berapi,The best song ever!﻿
z12mtxqrmxicjfx1s22egddrbnqssva5c04,kimberly dezan,Love your song makes me happy﻿
z13pc5zgykaetdf2123zhdra5orhjx2k5,fulvio colace,OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿
z12iz3brhtvcyt3ze04cjzpg0ljzft3qx0g,Salah DK,awesome﻿
z12uzjtpanvdhjmtr23asxgyiyjezjxe5,Juan Martinez,I learned the shuffle because of them﻿
z12dvh0agvqtwzfpa04cfnayinbhf5s4jlw0k,Robotic Band,The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿
z12wypgrswvfcnpnv22yzxjpftvvc5p22,aXXeHackeR,watch this with sound off!﻿
z12hjvnykwipc3cjc04cjh5pbzjfijv5sck,Ksenia Vladimirova,Looooooooove this song!!!!!!!!!:))))))﻿
z12lxhrqdkyusbkji04cihtrvn3jvxnqszg0k,Bob Orton,love this song﻿
z13msngo3qvwx1ym223pehqgouexzdmnm,xXxPWND 420xXx,HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿
z120hptrylzqzdsoj04cepaonmuyyr1afj0,Matheus Macedo,NICE :3﻿
z12rwfnyyrbsefonb232i5ehdxzkjzjs2,Lisa Wellas,+447935454150 lovely girl talk to me xxx﻿
z130wpnwwnyuetxcn23xf5k5ynmkdpjrj04,jason graham,I always end up coming back to this song<br />﻿
z12wjzc4eprnvja4304cgbbizuved35wxcs,Dakota Taylor,Cool﻿
z133yfmjdur4dvyjr04ceh2osl2fvngrqi4,Darrion Johnson,Wow this video almost has a billion views! Didn&#39;t know it was so popular ﻿
z12vxdzzds2kzzrzq04cdjc4ozq2szuyl5o,Damax,Almost 1 billion﻿
z12gxdortqzwhhqas04cfjrwituzghb5tvk0k,Muhammad Asim Mansha,Aslamu Lykum... From Pakistan﻿
z132wd4ywmicxj2gn04cdfhilyryjhmjhk00k,JuanPa Rap,Eminem is idol for very people in España and Mexico or Latinoamerica﻿
z13si1rx3nnbshdoj04cinipcqzwsdhq0bc,Mjt12,Help me get 50 subs please ﻿
z13hwbshcnrhztsw204cirfgvregzvywmag,emily 13,i love song :)﻿
z132ib3jvvqvzjj5t04ccrequzy5jhvr5ps0k,William Davis,The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.﻿
z13puxp4xp35shhfy22bxx5pqlecxhqgc04,Ashleigh_ Baise,The boyfriend was Charlie from the TV show LOST ﻿
z12lhjtxlsisx55yu04cjp3x2mnmu34bh3g,Shirley Lim,Take a look at this video on YouTube:﻿
z12xurdj0qznephwg04cftq5rszgxdnq0xw0k,Sylith,Rihanna and Eminem together are unstoppable.﻿
z13qf1qgcyigy14mx223iv2yqxb5ebze4,Pugnsuit,This song is about Rape and Cheating     <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....﻿
z13tyhj4drvcxzllt222tvwp3qi1e34ju04,Inga Lomidze,like please﻿
z12fcjxowubrsnwx104cftlgcpfzw5uwbug0k,Izana,"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿"
z12yg3dp5kf0hnbdj23aftm4iovygt32c,Daniel Klous,OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿
z12litdrrkzmg51kn23ghl2rctvttp0c4,LIL TEZ,"You exactly who u want to be,watching your favourite rappers on tv﻿"
z13mwrzgekanfjbnw23pgfwzwzf4wxgwv04,Maryf,Rihanna is absolutely gorgeous in this video.﻿
z12phhz5snysw5yn122xtjtiennhtlqc5,Kishore sl,"Don&#39;t love someone soo much, love the way u lie..﻿"
z121djwacsnbjhafe22nfvj5fuqti5i0t,Dragon Addict,one of the BEST SONGS in music history﻿
z12bdbbiyljvspiop04cgxpzmz3fgn2zppw0k,susie johnson,No-I hate The Way U LIe!!﻿
z12ruf1qbzv5xxdqq04cgjmiknmhx1mq314,Playboy 808,Fuck Eminem. Bieber is the best &lt;3﻿
z12ofn4qmkmadrykm22bw5dgns3cxjcrh04,sonia prudencio,Love😘❤💖﻿
z130wtjzpzjvzdtrf04cd5e4zpehgro5eoo0k,Romulus IV,"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿"
z13zety5rwintlwlp23jtf5gxtalhlqrx04,Lynda Johnson,this is the 2nd most best song when im gone by m&amp;m﻿
z12ujdnhpwroej3rd04cgrlguunjdnfwmkc0k,Bo Lanciné MAGASSOUBA,"WE GO FOR 1,000,000,000 FOR EMINEM﻿"
z12zfn0hzpazglcqa04cel05ixmujrq4ns40k,Supernatural Kubilay,Eminem and Rihanna sing the song very well.﻿
z13dd1easxeqvnjxj04cerrianuqvzhyh3g,Puan Sha Zamri,LOVE THE WAY YOU LIE ..&quot;﻿
LneaDw26bFsY5GVSw7Ysrp_qYtM0fQNxxmgXMIejcys,Pedazo Astur,This guy win dollars sleeping... m m m he loves the planet its full of RETARDS
z13cxvn4hyjbyjiab04cepiynzaihpmpp24,Muhamat Agus,goot﻿
z12yzzqoozqieho4x04ci12qbrzhyzyyvjg,iSmartKid,2015 but Im still listening to this!﻿
z13fybbinsbfsxkmp22xcdlr1lqjuzi5i04,Jodie Jackson,"How is this the most watched Eminem video, it beats not afraid? ﻿"
z13durcjdm23ifwo204cfxhzawawsrmps24,Alura Patterson,Love this song﻿
z12ied2xrpvuyrhkw224hxphqrzeev5s2,Cristian Sepulveda,"Rihana, Love Me. :(﻿"
z12buhk4iou1g3jl322ts5mzltm4fdhpz04,RoyEpperson,Is that Charlie from lost?<br />﻿
z13hcbfavrmgdz5df23nvnewnrbqj31vr,TheSkullcrusher73,who the fuck cheats on megan fox﻿
z13ui5tzlzucinaab04chvzqps22cxhznxc0k,Sebastian Martinez,that is megan fox﻿
z13ufngwhsmyedddo23yhp3hroypufsmz,Febe Gonzalez,I love music﻿
z13xcrw5xrregt5gu04cg5rrtl3mwdkp33o,Laura Da Silva,❤❤❤❤❤❤❤﻿
z13seb1gkmvqd1qne22ef3uihziwzlpqc04,Bayern Franken,"hot,hot﻿"
z13oexlyfxivznriw04cdxmqqpmgy3bi5z40k,Jimmy Hopkins,this fucking song like a&#39;n oreo the only white part is the good 1﻿
z12ithhjbzzhwdmy504cfd4ypkiiizlbg3k,Ali Baza,"Still listening,still same pleasure﻿"
z12ey1yzeo3quba4j04cfri44zazflihkes,Aurora Calvanelli,I love you!❤✨﻿
z13qjrqjnqbcvnpeg23lubsaezyzx1wti,LXZNY,2010? The time past so fast ..﻿
z13ddxrp0kv1gb13u22xudej0xrfwjk1f,ankan412,#2015 FUCK YEAH﻿
z134d5u5gkeeudxkj234wpgbxxezi1eb104,UserGamer51 _,eminem is a ginius stop!﻿
z13sgp25fzybg11lc23bhncaipqvgz14q04,Fill Reseni,The rap: cool     Rihanna: STTUUPID﻿
z12pxz2gvtrzfntqz04chluidzjvtr0yf04,Amer Amer,Just gonna stand there and hear me cry ..﻿
z12ndfzrsunjyji1522exnrwcl3rt11eh,AliBerk Özer,Love﻿
z12mw1oyume1vb3by04ci3u5it3pgbbgrng0k,King Kunta,Feels and emotions in this song...God damn﻿
z13gi54oqrf2hlkxg04cedchhrnjy13oj4s,GB REEFAT,MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿
z12ecbfbewzlxxe5u04cjtmhqnzsdvyx1vs0k,leslie mendoza,best song﻿
z13acfnbooefdzs4b04chtqjgyu0g5qqmgg,Sean Gormaly,Is that Charlie from lost?﻿
z13sy3uphtayfrujz04citigxpnfj5c4gk00k,DrAxel81,Anyone else notice that Megan Fox is in this video?﻿
z12svjz4pt3sxvser22cgdsbnyfwtn55l04,Emma Fedorova,LOVE IT!!!!!!!﻿
z13zzjea3lrdfpk3323gttf4qtvwdbuhh04,Zach Myers,I hate rap and I like this song﻿
z13czbe5wuelthefr22uit3o4m32v3f4q04,Chris Edgar,Love the way you lie - Driveshaft﻿
z13pevnyjqyyi1o0a23wtbkiukzfcbz3j,Jakab Norbert,2010:(﻿
z13xg5zjtp3sfxm4a04cf1bolmzvu154bto0k,Marsonal Carrey,"1,000,000 VIEWS NEAR﻿"
z124ixlgtxrxeliqw04ccr5auumhzbezcbo,Sean Messi Y.,this song is NICE﻿
z12vilga4u3yjpvse23pst05vsy0xtikh,acgillespie,Sick Music for sick females﻿
z13gy34yyoexwhe2k23bwbb45pmoynthn04,Sylvie Clinkemaillie,LOVE TROP FORT VOTRE  clip﻿
z12wxljzemu3y5op504chzxqwkqkezor5nw0k,Maeva Bahlouli,Eminem et Rihana trop belle chanson﻿
z12ts5g4zmekx3jxu04ce5wbesfkx1lrhxo0k,awsome6948,this song is better then monster by eminem﻿
z13hdld4pqabztczx04cgvka1wnvtlxaxqk0k,호성나,He is good boy!!!<br />I am krean I like to eminem~!~﻿
z12rfprhgnipxnlhy04cifqgxkjaydsw0b4,This Hans,it is wonderful﻿
z13oulsz0uzyxflr304cjds5jqbmej1b3mg0k,manish srinivas,awesome song ever﻿
z124hrlillzaw1tpm04cj544rn3ny5zwfmg0k,Rufus Korovina,love﻿
z13xx5w52svttd3lt23kijvwqtvph5m3l,sparkle princess,"do you guys know, there&#39;s a part two of this song! :D﻿"
z132sv2requjwv5rt04chf5hvqmlx3taayw0k,来安 Rai An Tatsumi,"Hey, it&#39;s Charlie from Lost﻿"
z121i1eqppzph3eod04cixfgwknydnfzq3k,railn j sander,"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿"
LneaDw26bFvtmJorLbUQjuqmpL7TdjOKPGJT_DGUUJ4,louis canellony,watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!
z13ptzarkk3efzkwc04cij4pdva4yhqzlq40k,D Maw,5 years and i still dont get the music video help someone?﻿
z12jzbkwfyuzdr1gg04cgzjqdpfgtnm5l04,Chris4chan,This video is kinda close to 1 million  views <br />﻿
z12uzrtwrxnfxrh3h22bzbuhekqzzp4mh,Großdeutsches Reich,Fuck you Eminem﻿
z12xirno0xvlwfz0o22rexjrlyuzyjttn,KING CAPP,2008-2010 were the years for pop﻿
z13uutbriumnuj3rq04ccbvqlwjuj1srhyk0k,Warcorpse666,sorry but eminmem is a worthless wife beating bastard﻿
z13kfpwrhzeuvfavb221yxoj3ynsi5vjo04,Warcorpse666,so spousal abusue cool that&#39;s great﻿
z130druz4w3wdtxpn04cfjjazmugzjtp5i0,General Delícia,she is megan fox?because she is very similar﻿
z13qgndqwtb0c1z0z23qjj5yivq0djqul,LEGO_01 AND OBRY,"Holy crap. 800,000,000 views?!﻿"
z13xxbfocuaewj0jl04cgbcioua2ht0zxjo,miguel Leon,eminem - RIHANNA﻿
z13kch2hprqkjhr5d04cdlwzkpeuwxljhhs,MajesticFlyingWhale,LOVE THIS SONG!!!﻿
z12agrbxiwabvrb2g22pfpcqys2eyrwbd04,Candela Camacho,What nicei⛺♥♥♥♥﻿
z12qidxykke3jnmm522nj3noypyaedja504,Destiny Boatley,I like this song very much﻿
z12osrsgan34db4eh223gbwr4urwhzfzv04,Hugo Gonzalez,I love it and my mom to﻿
z133inhqhvzzctc5z04cfdaqcq2uch04fes,RusPassingGame,Who is watching in 2015 like﻿
z13rj3tohue0exbkz22iyr3w2rntsfqcm,jameel alnozha,amazing song﻿
